 24,4463434546 2,75606051904 0 0,0292377 0,425724 0,412724 0,426577 S
 24,208642797 2,77184958013 0 0,0292377 0,425724 0,412724 0,426577 S
 23,6968685665 3,2217088611 0 0,0292377 0,425724 0,412724 0,426577 S
 22,6151682296 3,23675461162 0 0,0292377 0,425724 0,412724 0,426577 S
 22,9785078419 3,35394731274 0 0,0292377 0,425724 0,412724 0,426577 S
 22,5395908706 3,1794694449 0 0,0292377 0,425724 0,412724 0,426577 S
 22,9681060061 2,55123158916 0 0,0292377 0,425724 0,412724 0,426577 S
 23,3183229302 3,43138686491 0 0,0292377 0,425724 0,412724 0,426577 S
 23,4669166267 2,59742672979 0 0,0292377 0,425724 0,412724 0,426577 S
 22,6812397558 2,98268436599 0 0,0292377 0,425724 0,412724 0,426577 S
 23,0687871998 2,64865966604 0 0,0292377 0,425724 0,412724 0,426577 S
 23,3897215048 2,60065472662 0 0,0292377 0,425724 0,412724 0,426577 S
 23,242873767 3,42989974322 0 0,0292377 0,425724 0,412724 0,426577 S
 23,048844586 2,97647204988 0 0,0292377 0,425724 0,412724 0,426577 S
 22,9092705688 2,76781494237 0 0,0292377 0,425724 0,412724 0,426577 S
 22,7081269276 3,48233714533 0 0,0292377 0,425724 0,412724 0,426577 S
 22,8319925438 2,94358349274 0 0,0292377 0,425724 0,412724 0,426577 S
 23,3148136122 3,42248488572 0 0,0292377 0,425724 0,412724 0,426577 S
 23,0703471358 2,83133740462 0 0,0292377 0,425724 0,412724 0,426577 S
 24,4551124309 3,30720822522 0 0,0292377 0,425724 0,412724 0,426577 S
 23,6887966554 3,3357066228 0 0,0292377 0,425724 0,412724 0,426577 S
 23,3019576695 3,18675646629 0 0,0292377 0,425724 0,412724 0,426577 S
 22,8006030549 3,22138158331 0 0,0292377 0,425724 0,412724 0,426577 S
 24,3666065 3,15264766455 0 0,0292377 0,425724 0,412724 0,426577 S
 22,6185820085 2,76069559812 0 0,0292377 0,425724 0,412724 0,426577 S
 24,313139402 3,47395572656 0 0,0292377 0,425724 0,412724 0,426577 S
 23,1530049297 2,92180046312 0 0,0292377 0,425724 0,412724 0,426577 S
 22,6611604281 2,60831786107 0 0,0292377 0,425724 0,412724 0,426577 S
 23,2879237856 2,64861482442 0 0,0292377 0,425724 0,412724 0,426577 S
 23,073806129 2,6459928282 0 0,0292377 0,425724 0,412724 0,426577 S
 22,9544917911 2,92572366032 0 0,0292377 0,425724 0,412724 0,426577 S
 24,3618971787 2,9804210686 0 0,0292377 0,425724 0,412724 0,426577 S
 23,5307153613 2,50677802743 0 0,0292377 0,425724 0,412724 0,426577 S
 21,9719170618 2,50422769539 0 0,030087 0,42386 0,410826 0,424771 S
 21,4571333453 2,71019871795 0 0,030087 0,42386 0,410826 0,424771 S
 20,9197262908 3,46595373866 0 0,030087 0,42386 0,410826 0,424771 S
 21,1880001479 2,92979576973 0 0,030087 0,42386 0,410826 0,424771 S
 21,7907857829 3,09065226978 0 0,030087 0,42386 0,410826 0,424771 S
 21,0979538731 3,49289008558 0 0,030087 0,42386 0,410826 0,424771 S
 20,7653705063 2,90940805793 0 0,030087 0,42386 0,410826 0,424771 S
 22,3762917363 2,66440668142 0 0,030087 0,42386 0,410826 0,424771 S
 20,607478071 3,16684756759 0 0,030087 0,42386 0,410826 0,424771 S
 20,8931367601 2,9890512722 0 0,030087 0,42386 0,410826 0,424771 S
 21,1710561597 2,84191600832 0 0,030087 0,42386 0,410826 0,424771 S
 21,2243841994 2,51729654156 0 0,030087 0,42386 0,410826 0,424771 S
 22,3982340342 2,85797096933 0 0,030087 0,42386 0,410826 0,424771 S
 21,5190731688 3,17576177658 0 0,030087 0,42386 0,410826 0,424771 S
 21,1887173416 3,15157541498 0 0,030087 0,42386 0,410826 0,424771 S
 21,2420758787 2,55352281699 0 0,030087 0,42386 0,410826 0,424771 S
 21,947033956 3,48203675185 0 0,030087 0,42386 0,410826 0,424771 S
 20,9256597313 2,83819721699 0 0,030087 0,42386 0,410826 0,424771 S
 20,6838278091 2,53291594722 0 0,030087 0,42386 0,410826 0,424771 S
 20,7419747464 2,84114281337 0 0,030087 0,42386 0,410826 0,424771 S
 21,8634836905 2,74231976914 0 0,030087 0,42386 0,410826 0,424771 S
 22,3934402458 2,95817603334 0 0,030087 0,42386 0,410826 0,424771 S
 21,1298816887 2,73936652974 0 0,030087 0,42386 0,410826 0,424771 S
 20,7399273128 3,24230624036 0 0,030087 0,42386 0,410826 0,424771 S
 22,4026322763 3,3664767668 0 0,030087 0,42386 0,410826 0,424771 S
 20,7847161666 2,97231392162 0 0,030087 0,42386 0,410826 0,424771 S
 22,306858883 2,99951329213 0 0,030087 0,42386 0,410826 0,424771 S
 22,1338250198 3,09455373839 0 0,030087 0,42386 0,410826 0,424771 S
 20,8825162251 3,36941061006 0 0,030087 0,42386 0,410826 0,424771 S
 22,2009666169 3,44866983073 0 0,030087 0,42386 0,410826 0,424771 S
 20,7013464154 3,03708006594 0 0,030087 0,42386 0,410826 0,424771 S
 21,8826929814 2,99470330785 0 0,030087 0,42386 0,410826 0,424771 S
 20,9566245375 3,09578975718 0 0,030087 0,42386 0,410826 0,424771 S
 22,1310876723 3,0212599941 0 0,030087 0,42386 0,410826 0,424771 S
 21,6546003025 2,65800824709 0 0,030087 0,42386 0,410826 0,424771 S
 21,814105145 2,76814798961 0 0,030087 0,42386 0,410826 0,424771 S
 21,2659981784 3,49571544526 0 0,030087 0,42386 0,410826 0,424771 S
 20,6683292708 2,9103481784 0 0,030087 0,42386 0,410826 0,424771 S
 21,9937602378 3,13720891989 0 0,030087 0,42386 0,410826 0,424771 S
 22,2692314505 3,05277147693 0 0,030087 0,42386 0,410826 0,424771 S
 21,3162586979 3,46565474399 0 0,030087 0,42386 0,410826 0,424771 S
 21,0356555202 2,65817773012 0 0,030087 0,42386 0,410826 0,424771 S
 21,741198427 2,54337614016 0 0,030087 0,42386 0,410826 0,424771 S
 21,405374708 3,15311389076 0 0,030087 0,42386 0,410826 0,424771 S
 20,8800350338 3,4939028776 0 0,030087 0,42386 0,410826 0,424771 S
 20,9949884639 2,5313831691 0 0,030087 0,42386 0,410826 0,424771 S
 20,3636552451 3,19541416115 0 0,0313263 0,424299 0,411302 0,425175 S
 19,611575873 2,53838939283 0 0,0313263 0,424299 0,411302 0,425175 S
 19,652868398 2,98397198664 0 0,0313263 0,424299 0,411302 0,425175 S
 18,9186524893 2,94947772544 0 0,0316763 0,424268 0,411281 0,425133 S
 19,160652528 2,68719802355 0 0,0316763 0,424268 0,411281 0,425133 S
 16,8121898624 2,57706106375 0 0,0318866 0,421223 0,40784 0,422096 S
 16,917116693 3,25948206575 0 0,0318866 0,421223 0,40784 0,422096 S
 16,8649958124 3,24128940574 0 0,0318866 0,421223 0,40784 0,422096 S
 16,8119153451 2,52470684597 0 0,0318866 0,421223 0,40784 0,422096 S
 16,6789859453 2,92712975734 0 0,0318866 0,421223 0,40784 0,422096 S
 16,9236971305 2,93068669098 0 0,0318866 0,421223 0,40784 0,422096 S
 16,5575860809 2,85967625642 0 0,0318866 0,421223 0,40784 0,422096 S
 16,580640644 2,99640823759 0 0,0318866 0,421223 0,40784 0,422096 S
 17,1766745748 3,09309384691 0 0,0318866 0,421223 0,40784 0,422096 S
 16,8976238301 3,40704042081 0 0,0318866 0,421223 0,40784 0,422096 S
 16,9651891077 2,94711944837 0 0,0318866 0,421223 0,40784 0,422096 S
 17,0772936469 3,05961031811 0 0,0318866 0,421223 0,40784 0,422096 S
 17,2395790305 2,86512061929 0 0,0318866 0,421223 0,40784 0,422096 S
 17,3881069535 2,97127905983 0 0,0318866 0,421223 0,40784 0,422096 S
 17,1520021971 2,94934275299 0 0,0318866 0,421223 0,40784 0,422096 S
 16,5926628469 2,6738066476 0 0,0318866 0,421223 0,40784 0,422096 S
 16,8454394543 3,42875903418 0 0,0318866 0,421223 0,40784 0,422096 S
 17,3796928905 3,25928956109 0 0,0318866 0,421223 0,40784 0,422096 S
 17,004168755 2,7438030185 0 0,0318866 0,421223 0,40784 0,422096 S
 17,0686733098 2,7246596125 0 0,0318866 0,421223 0,40784 0,422096 S
 16,5032311087 3,1525930484 0 0,0318866 0,421223 0,40784 0,422096 S
 17,2416630007 2,97960546739 0 0,0318866 0,421223 0,40784 0,422096 S
 16,5608817652 2,79020475244 0 0,0318866 0,421223 0,40784 0,422096 S
 17,2248546404 2,7517575249 0 0,0318866 0,421223 0,40784 0,422096 S
 17,4093289125 2,50980700721 0 0,0318866 0,421223 0,40784 0,422096 S
 16,8760478391 2,57435762768 0 0,0318866 0,421223 0,40784 0,422096 S
 17,1297279681 2,75866807277 0 0,0318866 0,421223 0,40784 0,422096 S
 16,66668035 2,84688850285 0 0,0318866 0,421223 0,40784 0,422096 S
 17,2965928302 2,84801890892 0 0,0318866 0,421223 0,40784 0,422096 S
 16,945220404 3,47054932621 0 0,0318866 0,421223 0,40784 0,422096 S
 17,2894457823 3,09954670585 0 0,0318866 0,421223 0,40784 0,422096 S
 16,9927430512 2,82027820389 0 0,0318866 0,421223 0,40784 0,422096 S
 16,619147681 3,44628998842 0 0,0318866 0,421223 0,40784 0,422096 S
 17,1684256216 3,17762832853 0 0,0318866 0,421223 0,40784 0,422096 S
 16,5950897731 3,09789732041 0 0,0318866 0,421223 0,40784 0,422096 S
 16,7446425437 2,59640893695 0 0,0318866 0,421223 0,40784 0,422096 S
 16,6816172572 2,76291521082 0 0,0318866 0,421223 0,40784 0,422096 S
 17,1627845928 2,83842074036 0 0,0318866 0,421223 0,40784 0,422096 S
 17,123281672 3,33582301389 0 0,0318866 0,421223 0,40784 0,422096 S
 17,204029565 2,67496569767 0 0,0318866 0,421223 0,40784 0,422096 S
 17,235876634 3,4702841228 0 0,0318866 0,421223 0,40784 0,422096 S
 15,1248475582 3,05536257826 0 0,0322351 0,418567 0,405405 0,419644 S
 14,7634844188 2,74950725415 0 0,0322351 0,418567 0,405405 0,419644 S
 14,604585397 3,45580345112 0 0,0322351 0,418567 0,405405 0,419644 S
 14,9013956997 3,44895737159 0 0,0322351 0,418567 0,405405 0,419644 S
 14,8870905054 2,98529291683 0 0,0322351 0,418567 0,405405 0,419644 S
 15,0259905087 3,43920404027 0 0,0322351 0,418567 0,405405 0,419644 S
 15,3348453438 3,28604986704 0 0,0322351 0,418567 0,405405 0,419644 S
 14,7171191821 3,05621032919 0 0,0322351 0,418567 0,405405 0,419644 S
 15,4917540475 3,31623619868 0 0,0322351 0,418567 0,405405 0,419644 S
 15,4752562604 2,62851181425 0 0,0322351 0,418567 0,405405 0,419644 S
 15,0387603838 3,45448928504 0 0,0322351 0,418567 0,405405 0,419644 S
 14,5615398332 2,88750417539 0 0,0322351 0,418567 0,405405 0,419644 S
 15,4395323558 3,45806171999 0 0,0322351 0,418567 0,405405 0,419644 S
 15,0581401866 2,89744862951 0 0,0322351 0,418567 0,405405 0,419644 S
 14,9936519054 3,41130598215 0 0,0322351 0,418567 0,405405 0,419644 S
 15,0751487675 2,99565304584 0 0,0322351 0,418567 0,405405 0,419644 S
 15,2061407151 3,29043804181 0 0,0322351 0,418567 0,405405 0,419644 S
 14,8540148474 2,86748688125 0 0,0322351 0,418567 0,405405 0,419644 S
 15,3390564434 2,95664791057 0 0,0322351 0,418567 0,405405 0,419644 S
 15,3299331257 2,5259478612 0 0,0322351 0,418567 0,405405 0,419644 S
 15,4845888693 3,10155965613 0 0,0322351 0,418567 0,405405 0,419644 S
 14,6832216279 2,79752993473 0 0,0322351 0,418567 0,405405 0,419644 S
 15,406693998 3,09709599025 0 0,0322351 0,418567 0,405405 0,419644 S
 15,4499871573 3,0761251263 0 0,0322351 0,418567 0,405405 0,419644 S
 15,2577520589 3,16993802137 0 0,0322351 0,418567 0,405405 0,419644 S
 14,968352325 2,88803322018 0 0,0322351 0,418567 0,405405 0,419644 S
 15,3447985174 2,51850109768 0 0,0322351 0,418567 0,405405 0,419644 S
 15,1561491123 3,47664609835 0 0,0322351 0,418567 0,405405 0,419644 S
 14,8077020902 3,2793871771 0 0,0322351 0,418567 0,405405 0,419644 S
 15,4047775583 2,59002751832 0 0,0322351 0,418567 0,405405 0,419644 S
 14,7483085251 3,2997341801 0 0,0322351 0,418567 0,405405 0,419644 S
 14,885228534 2,58689593748 0 0,0322351 0,418567 0,405405 0,419644 S
 14,9947103393 3,12842173991 0 0,0322351 0,418567 0,405405 0,419644 S
 14,6282126266 3,4257174738 0 0,0322351 0,418567 0,405405 0,419644 S
 15,3146527832 2,62070862296 0 0,0322351 0,418567 0,405405 0,419644 S
 14,584571684 3,32403426653 0 0,0322351 0,418567 0,405405 0,419644 S
 14,5950826309 2,64414996015 0 0,0322351 0,418567 0,405405 0,419644 S
 14,6504271817 3,23096940478 0 0,0322351 0,418567 0,405405 0,419644 S
 15,139102918 3,12798325619 0 0,0322351 0,418567 0,405405 0,419644 S
 14,8612832122 2,80630268304 0 0,0322351 0,418567 0,405405 0,419644 S
 15,8947995434 2,92970828272 0 0,0325675 0,418894 0,405988 0,420157 S
 15,8007069212 3,30133060006 0 0,0325675 0,418894 0,405988 0,420157 S
 15,8891414768 3,09137683115 0 0,0325675 0,418894 0,405988 0,420157 S
 15,8759962397 2,53646460447 0 0,0325675 0,418894 0,405988 0,420157 S
 15,7675440729 3,37259533139 0 0,0325675 0,418894 0,405988 0,420157 S
 15,8480457914 2,6787766648 0 0,0325675 0,418894 0,405988 0,420157 S
 16,1381748225 2,50148292961 0 0,0325675 0,418894 0,405988 0,420157 S
 15,5721178267 2,82877187517 0 0,0325675 0,418894 0,405988 0,420157 S
 11,9177234999 3,08686422272 0 0,0340767 0,413031 0,399763 0,414117 S
 11,9316105619 3,12891877249 0 0,0340767 0,413031 0,399763 0,414117 S
 11,641520456 3,10667031767 0 0,0340767 0,413031 0,399763 0,414117 S
 11,9019353975 2,64756964361 0 0,0340767 0,413031 0,399763 0,414117 S
 11,6352365259 2,51603958791 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7523171694 3,16484990126 0 0,0340767 0,413031 0,399763 0,414117 S
 12,2557493518 3,07273038407 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7501600133 2,78742107774 0 0,0340767 0,413031 0,399763 0,414117 S
 12,0505667126 2,9721836506 0 0,0340767 0,413031 0,399763 0,414117 S
 11,6419476286 2,90535684434 0 0,0340767 0,413031 0,399763 0,414117 S
 12,2214340958 3,30530101986 0 0,0340767 0,413031 0,399763 0,414117 S
 12,1713004761 2,92546813198 0 0,0340767 0,413031 0,399763 0,414117 S
 11,8752930322 2,92687110483 0 0,0340767 0,413031 0,399763 0,414117 S
 12,4638084335 2,72595814902 0 0,0340767 0,413031 0,399763 0,414117 S
 11,5315372532 3,08518810505 0 0,0340767 0,413031 0,399763 0,414117 S
 12,0044039648 2,56266762631 0 0,0340767 0,413031 0,399763 0,414117 S
 12,2179535321 2,56460269311 0 0,0340767 0,413031 0,399763 0,414117 S
 12,2995764051 2,63905804558 0 0,0340767 0,413031 0,399763 0,414117 S
 11,9609091343 2,57990502914 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7030113018 2,69477353136 0 0,0340767 0,413031 0,399763 0,414117 S
 12,294653033 2,80899063054 0 0,0340767 0,413031 0,399763 0,414117 S
 12,2718055661 3,14764168194 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7836079762 3,15387769292 0 0,0340767 0,413031 0,399763 0,414117 S
 12,0469270633 3,49122874098 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7046520821 2,65694139462 0 0,0340767 0,413031 0,399763 0,414117 S
 11,771435784 2,83603324315 0 0,0340767 0,413031 0,399763 0,414117 S
 12,3447138528 3,48606668797 0 0,0340767 0,413031 0,399763 0,414117 S
 11,8097375741 3,03404413822 0 0,0340767 0,413031 0,399763 0,414117 S
 11,6145902516 2,59854232668 0 0,0340767 0,413031 0,399763 0,414117 S
 12,1562651727 2,65822572822 0 0,0340767 0,413031 0,399763 0,414117 S
 11,832395447 2,92459305711 0 0,0340767 0,413031 0,399763 0,414117 S
 11,729581643 2,5982835723 0 0,0340767 0,413031 0,399763 0,414117 S
 11,9791787127 2,82074626424 0 0,0340767 0,413031 0,399763 0,414117 S
 11,6736672023 3,05086016976 0 0,0340767 0,413031 0,399763 0,414117 S
 11,8427602828 3,09725385883 0 0,0340767 0,413031 0,399763 0,414117 S
 11,722077458 2,9105170154 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7662670979 3,25226824072 0 0,0340767 0,413031 0,399763 0,414117 S
 11,7831451169 2,76835001105 0 0,0340767 0,413031 0,399763 0,414117 S
 12,0679192093 3,17353555148 0 0,0340767 0,413031 0,399763 0,414117 S
 11,5319241233 3,25617701914 0 0,0340767 0,413031 0,399763 0,414117 S
 11,6409705574 2,61358000012 0 0,0340767 0,413031 0,399763 0,414117 S
 12,2986804512 2,6331890446 0 0,0340767 0,413031 0,399763 0,414117 S
 11,9857243056 2,54252541116 0 0,0340767 0,413031 0,399763 0,414117 S
 11,9064591025 2,74112160449 0 0,0340767 0,413031 0,399763 0,414117 S
 13,6708284731 2,97349460432 0 0,0350595 0,416776 0,403636 0,417654 S
 14,446409437 3,49764927196 0 0,0350595 0,416776 0,403636 0,417654 S
 13,5795301574 2,67632607255 0 0,0350595 0,416776 0,403636 0,417654 S
 14,4450953113 3,31544745437 0 0,0350595 0,416776 0,403636 0,417654 S
 14,1649915298 2,52574315397 0 0,0350595 0,416776 0,403636 0,417654 S
 12,7358407878 3,09822094574 0 0,0361285 0,415883 0,402954 0,417213 S
 13,0414160602 2,74711337316 0 0,0361285 0,415883 0,402954 0,417213 S
 13,2201901651 3,48788313878 0 0,0361285 0,415883 0,402954 0,417213 S
 13,4420132516 3,1531703969 0 0,0361285 0,415883 0,402954 0,417213 S
 8,0204393784 3,40293832382 0 0,0365424 0,401675 0,388628 0,402692 S
 8,25433822242 2,61055780224 0 0,0365424 0,401675 0,388628 0,402692 S
 8,12012466423 2,82097734734 0 0,0365424 0,401675 0,388628 0,402692 S
 7,82214670823 3,03848734174 0 0,0365424 0,401675 0,388628 0,402692 S
 8,13202513694 3,10621151672 0 0,0365424 0,401675 0,388628 0,402692 S
 8,42369458998 2,80780075346 0 0,0365424 0,401675 0,388628 0,402692 S
 8,19530507239 3,22844071624 0 0,0365424 0,401675 0,388628 0,402692 S
 7,51624464137 3,11321157027 0 0,0365424 0,401675 0,388628 0,402692 S
 7,8583042861 2,96139407581 0 0,0365424 0,401675 0,388628 0,402692 S
 8,03687293347 3,29281069275 0 0,0365424 0,401675 0,388628 0,402692 S
 7,83319894943 3,41424411461 0 0,0365424 0,401675 0,388628 0,402692 S
 8,35507307708 2,73777967226 0 0,0365424 0,401675 0,388628 0,402692 S
 8,01744741212 2,59989797677 0 0,0365424 0,401675 0,388628 0,402692 S
 8,19082948326 2,86555921785 0 0,0365424 0,401675 0,388628 0,402692 S
 7,79647388896 2,61018680929 0 0,0365424 0,401675 0,388628 0,402692 S
 7,5284687769 3,04581898372 0 0,0365424 0,401675 0,388628 0,402692 S
 8,05 3,29328175128 0 0,0365424 0,401675 0,388628 0,402692 S
 7,8296580174 2,66396100792 0 0,0365424 0,401675 0,388628 0,402692 S
 8,29319780275 2,93819734405 0 0,0365424 0,401675 0,388628 0,402692 S
 8,39087186352 3,4318696733 0 0,0365424 0,401675 0,388628 0,402692 S
 7,60621118592 2,77495782857 0 0,0365424 0,401675 0,388628 0,402692 S
 7,57078461236 3,13421069617 0 0,0365424 0,401675 0,388628 0,402692 S
 8,00308433403 2,90774259476 0 0,0365424 0,401675 0,388628 0,402692 S
 8,33074411371 2,58903849264 0 0,0365424 0,401675 0,388628 0,402692 S
 7,62539433764 3,28202246386 0 0,0365424 0,401675 0,388628 0,402692 S
 8,38626433248 2,91334607953 0 0,0365424 0,401675 0,388628 0,402692 S
 7,78902774718 2,69833322016 0 0,0365424 0,401675 0,388628 0,402692 S
 8,48228326392 2,50656684167 0 0,0365424 0,401675 0,388628 0,402692 S
 7,57707160498 2,61088198548 0 0,0365424 0,401675 0,388628 0,402692 S
 7,88182997891 3,09343453568 0 0,0365424 0,401675 0,388628 0,402692 S
 8,17205549802 2,5175240183 0 0,0365424 0,401675 0,388628 0,402692 S
 8,30984071932 2,80312706224 0 0,0365424 0,401675 0,388628 0,402692 S
 7,92252645909 3,29655845816 0 0,0365424 0,401675 0,388628 0,402692 S
 7,73172889014 3,30822230707 0 0,0365424 0,401675 0,388628 0,402692 S
 8,49870776271 2,58982117889 0 0,0365424 0,401675 0,388628 0,402692 S
 8,05 2,68941540675 0 0,0365424 0,401675 0,388628 0,402692 S
 8,01272919802 2,84072649242 0 0,0365424 0,401675 0,388628 0,402692 S
 7,8520936052 3,14535925962 0 0,0365424 0,401675 0,388628 0,402692 S
 7,8297835896 3,44754540663 0 0,0365424 0,401675 0,388628 0,402692 S
 8,11920865884 2,71130418924 0 0,0365424 0,401675 0,388628 0,402692 S
 8,30864139297 2,73136262386 0 0,0365424 0,401675 0,388628 0,402692 S
 8,17925551373 3,37743806923 0 0,0365424 0,401675 0,388628 0,402692 S
 10,9488676024 3,03172752283 0 0,0368772 0,41038 0,39762 0,411503 S
 10,9492052949 2,98879063879 0 0,0368772 0,41038 0,39762 0,411503 S
 11,1190505918 3,2614379448 0 0,0368772 0,41038 0,39762 0,411503 S
 10,9364719609 2,64821245936 0 0,0368772 0,41038 0,39762 0,411503 S
 10,6969010029 2,52409088147 0 0,0368772 0,41038 0,39762 0,411503 S
 22,9036438069 2 0 0,0369873 0,416499 0,402691 0,420904 S
 18,8182558339 2 0 0,0378633 0,414728 0,40073 0,419126 S
 17,5367943 2 0 0,038238 0,41038 0,396594 0,414668 S
 17,6608501951 2 0 0,038238 0,41038 0,396594 0,414668 S
 18,4305867077 2 0 0,038238 0,41038 0,396594 0,414668 S
 17,7667269953 2 0 0,038238 0,41038 0,396594 0,414668 S
 17,7731283131 2,22243678877 0 0,038238 0,41038 0,396594 0,414668 S
