2497 10 3 0,728057592338 0,753103 0,0148294 0,0134841 0,0137764 S
2498 10 3 0,600691914661 0,753103 0,0148294 0,0134841 0,0137764 S
2499 10 3 0,575528621124 0,753103 0,0148294 0,0134841 0,0137764 S
2500 10 3 0,595135230514 0,753103 0,0148294 0,0134841 0,0137764 S
2501 10 3 0,704371580697 0,753103 0,0148294 0,0134841 0,0137764 S
2502 10 3 0,582346183872 0,753103 0,0148294 0,0134841 0,0137764 S
2503 10 3 0,715107817118 0,753103 0,0148294 0,0134841 0,0137764 S
2504 10 3 0,666469877485 0,753103 0,0148294 0,0134841 0,0137764 S
2505 10 3 0,564837069404 0,753103 0,0148294 0,0134841 0,0137764 S
2506 10 3 0,728189103382 0,753103 0,0148294 0,0134841 0,0137764 S
2507 10 3 0,564180036938 0,753103 0,0148294 0,0134841 0,0137764 S
2508 10 3 0,653730451031 0,753103 0,0148294 0,0134841 0,0137764 S
2509 10 3 0,642743450626 0,753103 0,0148294 0,0134841 0,0137764 S
2510 10 3 0,559416643715 0,753103 0,0148294 0,0134841 0,0137764 S
2511 10 3 0,576073374052 0,753103 0,0148294 0,0134841 0,0137764 S
2512 10 3 0,567069059649 0,753103 0,0148294 0,0134841 0,0137764 S
2513 10 3 0,569430012343 0,753103 0,0148294 0,0134841 0,0137764 S
2514 10 3 0,69733899482 0,753103 0,0148294 0,0134841 0,0137764 S
2515 10 3 0,669395730455 0,753103 0,0148294 0,0134841 0,0137764 S
2516 10 3 0,699816901056 0,753103 0,0148294 0,0134841 0,0137764 S
2517 10 3 0,665378406954 0,753103 0,0148294 0,0134841 0,0137764 S
2518 10 3 0,67856353176 0,753103 0,0148294 0,0134841 0,0137764 S
2519 10 3 0,599499623996 0,753103 0,0148294 0,0134841 0,0137764 S
2520 10 3 0,573116895464 0,753103 0,0148294 0,0134841 0,0137764 S
2521 10 3 0,698264431675 0,753103 0,0148294 0,0134841 0,0137764 S
2522 10 3 0,585433483443 0,753103 0,0148294 0,0134841 0,0137764 S
2523 10 3 0,670150794505 0,753103 0,0148294 0,0134841 0,0137764 S
2524 10 3 0,571226694 0,753103 0,0148294 0,0134841 0,0137764 S
2525 10 3 0,574933573286 0,753103 0,0148294 0,0134841 0,0137764 S
2526 10 3 0,607582451437 0,753103 0,0148294 0,0134841 0,0137764 S
2527 10 3 0,591684386643 0,753103 0,0148294 0,0134841 0,0137764 S
2528 10 3 0,629586050921 0,753103 0,0148294 0,0134841 0,0137764 S
2529 10 3 0,603730967772 0,753103 0,0148294 0,0134841 0,0137764 S
2530 10 3 0,575340163872 0,753103 0,0148294 0,0134841 0,0137764 S
2531 10 3 0,654052378588 0,753103 0,0148294 0,0134841 0,0137764 S
2532 10 3 0,593689387176 0,753103 0,0148294 0,0134841 0,0137764 S
2533 10 3 0,672639636005 0,753103 0,0148294 0,0134841 0,0137764 S
2534 10 3 0,652930405155 0,753103 0,0148294 0,0134841 0,0137764 S
2535 10 3 0,654876728324 0,753103 0,0148294 0,0134841 0,0137764 S
2536 10 3 0,602688667234 0,753103 0,0148294 0,0134841 0,0137764 S
2537 10 3 0,679445239715 0,753103 0,0148294 0,0134841 0,0137764 S
2538 10 3 0,724916990497 0,753103 0,0148294 0,0134841 0,0137764 S
2539 10 3 0,570905799998 0,753103 0,0148294 0,0134841 0,0137764 S
2540 10 3 0,728057592338 0,753103 0,0148294 0,0134841 0,0137764 S
2541 10 3 0,600691914661 0,753103 0,0148294 0,0134841 0,0137764 S
2542 10 3 0,575528621124 0,753103 0,0148294 0,0134841 0,0137764 S
2543 10 3 0,595135230514 0,753103 0,0148294 0,0134841 0,0137764 S
2544 10 3 0,704371580697 0,753103 0,0148294 0,0134841 0,0137764 S
2545 10 3 0,582346183872 0,753103 0,0148294 0,0134841 0,0137764 S
2546 10 3 0,715107817118 0,753103 0,0148294 0,0134841 0,0137764 S
2547 10 3 0,666469877485 0,753103 0,0148294 0,0134841 0,0137764 S
2548 10 3 0,564837069404 0,753103 0,0148294 0,0134841 0,0137764 S
2549 10 3 0,728189103382 0,753103 0,0148294 0,0134841 0,0137764 S
2550 10 3 0,564180036938 0,753103 0,0148294 0,0134841 0,0137764 S
2551 10 3 0,653730451031 0,753103 0,0148294 0,0134841 0,0137764 S
2552 10 3 0,642743450626 0,753103 0,0148294 0,0134841 0,0137764 S
2553 10 3 0,559416643715 0,753103 0,0148294 0,0134841 0,0137764 S
2554 10 3 0,576073374052 0,753103 0,0148294 0,0134841 0,0137764 S
2555 10 3 0,567069059649 0,753103 0,0148294 0,0134841 0,0137764 S
2556 2 3 0,670636359678 0,758248 0,0146595 0,013324 0,0137805 S
2557 2 3 0,673309867537 0,758248 0,0146595 0,013324 0,0137805 S
2558 2 3 0,642160540603 0,758248 0,0146595 0,013324 0,0137805 S
2559 2 3 0,639794782637 0,758248 0,0146595 0,013324 0,0137805 S
2560 2 3 0,658291118531 0,758248 0,0146595 0,013324 0,0137805 S
2561 2 3 0,657552555255 0,758248 0,0146595 0,013324 0,0137805 S
2562 2 3 0,665817864424 0,758248 0,0146595 0,013324 0,0137805 S
2563 2 3 0,670227654774 0,758248 0,0146595 0,013324 0,0137805 S
2564 2 3 0,660797595137 0,758248 0,0146595 0,013324 0,0137805 S
2565 2 3 0,64766931731 0,758248 0,0146595 0,013324 0,0137805 S
2566 2 3 0,644278620163 0,758248 0,0146595 0,013324 0,0137805 S
2567 2 3 0,655582334129 0,758248 0,0146595 0,013324 0,0137805 S
2568 2 3 0,657643142892 0,758248 0,0146595 0,013324 0,0137805 S
2569 2 3 0,643353890325 0,758248 0,0146595 0,013324 0,0137805 S
2570 2 3 0,663928145229 0,758248 0,0146595 0,013324 0,0137805 S
2571 2 3 0,653720823014 0,758248 0,0146595 0,013324 0,0137805 S
2572 2 3 0,655754373588 0,758248 0,0146595 0,013324 0,0137805 S
2573 2 3 0,662781472679 0,758248 0,0146595 0,013324 0,0137805 S
2574 2 3 0,654531789376 0,758248 0,0146595 0,013324 0,0137805 S
2575 2 3 0,642509328762 0,758248 0,0146595 0,013324 0,0137805 S
2576 2 3 0,651398384824 0,758248 0,0146595 0,013324 0,0137805 S
2577 2 3 0,64042920427 0,758248 0,0146595 0,013324 0,0137805 S
2578 2 3 0,669474131053 0,758248 0,0146595 0,013324 0,0137805 S
2579 2 3 0,663526603049 0,758248 0,0146595 0,013324 0,0137805 S
2580 2 3 0,64090500552 0,758248 0,0146595 0,013324 0,0137805 S
2581 2 3 0,648162361646 0,758248 0,0146595 0,013324 0,0137805 S
2582 2 3 0,660388614896 0,758248 0,0146595 0,013324 0,0137805 S
2583 2 3 0,654321507834 0,758248 0,0146595 0,013324 0,0137805 S
2584 2 3 0,652838148648 0,758248 0,0146595 0,013324 0,0137805 S
2585 2 3 0,65026365951 0,758248 0,0146595 0,013324 0,0137805 S
2586 2 3 0,660410042112 0,758248 0,0146595 0,013324 0,0137805 S
2587 2 3 0,659293718726 0,758248 0,0146595 0,013324 0,0137805 S
2588 2 3 0,665651931399 0,758248 0,0146595 0,013324 0,0137805 S
2589 2 3 0,672727287596 0,758248 0,0146595 0,013324 0,0137805 S
2590 2 3 0,670749873297 0,758248 0,0146595 0,013324 0,0137805 S
2591 2 3 0,644201351365 0,758248 0,0146595 0,013324 0,0137805 S
2592 2 3 0,66418809417 0,758248 0,0146595 0,013324 0,0137805 S
2593 2 3 0,649696419906 0,758248 0,0146595 0,013324 0,0137805 S
2594 2 3 0,658051342032 0,758248 0,0146595 0,013324 0,0137805 S
2595 2 3 0,653758949874 0,758248 0,0146595 0,013324 0,0137805 S
2596 2 3 0,645073046803 0,758248 0,0146595 0,013324 0,0137805 S
2597 2 3 0,669922947924 0,758248 0,0146595 0,013324 0,0137805 S
2598 2 3 0,657016812493 0,758248 0,0146595 0,013324 0,0137805 S
2599 2 3 0,643328773654 0,758248 0,0146595 0,013324 0,0137805 S
2600 2 3 0,650238925409 0,758248 0,0146595 0,013324 0,0137805 S
2601 2 3 0,660800383272 0,758248 0,0146595 0,013324 0,0137805 S
2602 2 3 0,67157054857 0,758248 0,0146595 0,013324 0,0137805 S
2603 2 3 0,65888339232 0,758248 0,0146595 0,013324 0,0137805 S
2604 2 3 0,654795564549 0,758248 0,0146595 0,013324 0,0137805 S
2605 2 3 0,670636359678 0,758248 0,0146595 0,013324 0,0137805 S
2606 2 3 0,673309867537 0,758248 0,0146595 0,013324 0,0137805 S
2607 2 3 0,642160540603 0,758248 0,0146595 0,013324 0,0137805 S
2608 2 3 0,639794782637 0,758248 0,0146595 0,013324 0,0137805 S
2609 2 3 0,658291118531 0,758248 0,0146595 0,013324 0,0137805 S
2610 2 3 0,657552555255 0,758248 0,0146595 0,013324 0,0137805 S
2611 2 3 0,665817864424 0,758248 0,0146595 0,013324 0,0137805 S
2612 2 3 0,670227654774 0,758248 0,0146595 0,013324 0,0137805 S
2613 2 3 0,660797595137 0,758248 0,0146595 0,013324 0,0137805 S
2614 2 3 0,64766931731 0,758248 0,0146595 0,013324 0,0137805 S
2615 2 3 0,644278620163 0,758248 0,0146595 0,013324 0,0137805 S
2616 2 3 0,655582334129 0,758248 0,0146595 0,013324 0,0137805 S
2617 2 3 0,657643142892 0,758248 0,0146595 0,013324 0,0137805 S
2618 2 3 0,643353890325 0,758248 0,0146595 0,013324 0,0137805 S
2619 2 3 0,663928145229 0,758248 0,0146595 0,013324 0,0137805 S
2620 2 3 0,653720823014 0,758248 0,0146595 0,013324 0,0137805 S
2621 2 3 0,655754373588 0,758248 0,0146595 0,013324 0,0137805 S
2622 2 3 0,662781472679 0,758248 0,0146595 0,013324 0,0137805 S
2623 2 3 0,654531789376 0,758248 0,0146595 0,013324 0,0137805 S
2624 2 3 0,642509328762 0,758248 0,0146595 0,013324 0,0137805 S
2625 2 3 0,651398384824 0,758248 0,0146595 0,013324 0,0137805 S
2626 2 3 0,64042920427 0,758248 0,0146595 0,013324 0,0137805 S
2627 2 3 0,669474131053 0,758248 0,0146595 0,013324 0,0137805 S
2628 2 3 0,663526603049 0,758248 0,0146595 0,013324 0,0137805 S
2629 2 3 0,64090500552 0,758248 0,0146595 0,013324 0,0137805 S
2630 2 3 0,648162361646 0,758248 0,0146595 0,013324 0,0137805 S
2631 2 3 0,660388614896 0,758248 0,0146595 0,013324 0,0137805 S
2632 2 3 0,654321507834 0,758248 0,0146595 0,013324 0,0137805 S
2633 2 3 0,652838148648 0,758248 0,0146595 0,013324 0,0137805 S
2634 2 3 0,65026365951 0,758248 0,0146595 0,013324 0,0137805 S
2635 2 3 0,660410042112 0,758248 0,0146595 0,013324 0,0137805 S
2636 2 3 0,659293718726 0,758248 0,0146595 0,013324 0,0137805 S
2637 2 3 0,665651931399 0,758248 0,0146595 0,013324 0,0137805 S
2638 2 3 0,672727287596 0,758248 0,0146595 0,013324 0,0137805 S
2639 2 3 0,670749873297 0,758248 0,0146595 0,013324 0,0137805 S
2640 2 3 0,644201351365 0,758248 0,0146595 0,013324 0,0137805 S
2641 2 3 0,66418809417 0,758248 0,0146595 0,013324 0,0137805 S
2642 2 3 0,649696419906 0,758248 0,0146595 0,013324 0,0137805 S
2643 2 3 0,658051342032 0,758248 0,0146595 0,013324 0,0137805 S
2644 2 3 0,653758949874 0,758248 0,0146595 0,013324 0,0137805 S
2645 2 3 0,645073046803 0,758248 0,0146595 0,013324 0,0137805 S
2646 2 3 0,669922947924 0,758248 0,0146595 0,013324 0,0137805 S
2647 2 3 0,657016812493 0,758248 0,0146595 0,013324 0,0137805 S
2648 2 3 0,643328773654 0,758248 0,0146595 0,013324 0,0137805 S
2649 2 3 0,650238925409 0,758248 0,0146595 0,013324 0,0137805 S
2650 2 3 0,660800383272 0,758248 0,0146595 0,013324 0,0137805 S
2651 2 3 0,67157054857 0,758248 0,0146595 0,013324 0,0137805 S
2652 2 3 0,65888339232 0,758248 0,0146595 0,013324 0,0137805 S
2653 24 3 0,0161818033484 0,745152 0,0156444 0,0140341 0,0143124 S
2654 24 3 0,170169909589 0,745152 0,0156444 0,0140341 0,0143124 S
2655 23 3 0,708086829897 0,745152 0,0156444 0,0140341 0,0143124 S
2656 24 3 0,51979484655 0,745152 0,0156444 0,0140341 0,0143124 S
2657 24 3 0,530289532372 0,745152 0,0156444 0,0140341 0,0143124 S
2658 24 3 0,00719270936128 0,745152 0,0156444 0,0140341 0,0143124 S
2659 24 3 0,15037141963 0,745152 0,0156444 0,0140341 0,0143124 S
2660 24 3 0,5 0,745152 0,0156444 0,0140341 0,0143124 S
2661 23 3 0,310820583111 0,745152 0,0156444 0,0140341 0,0143124 S
2662 23 3 0,225265719721 0,745152 0,0156444 0,0140341 0,0143124 S
2663 24 3 0,0257540362056 0,745152 0,0156444 0,0140341 0,0143124 S
2664 23 3 0,5 0,745152 0,0156444 0,0140341 0,0143124 S
2665 23 3 0,05 0,745152 0,0156444 0,0140341 0,0143124 S
2666 23 3 0,412446258361 0,745152 0,0156444 0,0140341 0,0143124 S
2667 24 3 0,0497941646201 0,745152 0,0156444 0,0140341 0,0143124 S
2668 23 3 0,174953793351 0,745152 0,0156444 0,0140341 0,0143124 S
2669 23 3 0,500677735875 0,745152 0,0156444 0,0140341 0,0143124 S
2670 23 3 0,17111729831 0,745152 0,0156444 0,0140341 0,0143124 S
2671 24 3 0,546719214512 0,745152 0,0156444 0,0140341 0,0143124 S
2672 23 3 0,000571184575951 0,745152 0,0156444 0,0140341 0,0143124 S
2673 24 3 0,204882646592 0,745152 0,0156444 0,0140341 0,0143124 S
2674 24 3 0,450976943478 0,745152 0,0156444 0,0140341 0,0143124 S
2675 24 3 0,722060020925 0,745152 0,0156444 0,0140341 0,0143124 S
2676 24 3 0,35812628889 0,745152 0,0156444 0,0140341 0,0143124 S
2677 23 3 0,697526739578 0,745152 0,0156444 0,0140341 0,0143124 S
2678 24 3 0,183337954707 0,745152 0,0156444 0,0140341 0,0143124 S
2679 23 3 0,673711654807 0,745152 0,0156444 0,0140341 0,0143124 S
2680 24 3 0,561426123582 0,745152 0,0156444 0,0140341 0,0143124 S
2681 23 3 0,329259611145 0,745152 0,0156444 0,0140341 0,0143124 S
2682 24 3 0,454136552547 0,745152 0,0156444 0,0140341 0,0143124 S
2683 24 3 0,58150464806 0,745152 0,0156444 0,0140341 0,0143124 S
2684 23 3 0,285673691043 0,745152 0,0156444 0,0140341 0,0143124 S
2685 24 3 0,47645596193 0,745152 0,0156444 0,0140341 0,0143124 S
2686 24 3 0,72055174771 0,745152 0,0156444 0,0140341 0,0143124 S
2687 23 3 0,53901748305 0,745152 0,0156444 0,0140341 0,0143124 S
2688 24 3 0,559928448535 0,745152 0,0156444 0,0140341 0,0143124 S
2689 24 3 0,207256004896 0,745152 0,0156444 0,0140341 0,0143124 S
2690 23 3 0,484015218885 0,745152 0,0156444 0,0140341 0,0143124 S
2691 24 3 0,536925150821 0,745152 0,0156444 0,0140341 0,0143124 S
2692 23 3 0,576098176775 0,745152 0,0156444 0,0140341 0,0143124 S
2693 24 3 0,200931018185 0,745152 0,0156444 0,0140341 0,0143124 S
2694 23 3 0,462512022338 0,745152 0,0156444 0,0140341 0,0143124 S
2695 24 3 0,427249323618 0,745152 0,0156444 0,0140341 0,0143124 S
2696 23 3 0,180403285217 0,745152 0,0156444 0,0140341 0,0143124 S
2697 24 3 0,21015084204 0,745152 0,0156444 0,0140341 0,0143124 S
2698 24 3 0,5 0,745152 0,0156444 0,0140341 0,0143124 S
2699 24 3 0,0331764805207 0,745152 0,0156444 0,0140341 0,0143124 S
2700 23 3 0,461684739321 0,745152 0,0156444 0,0140341 0,0143124 S
2701 23 3 0,522003955121 0,745152 0,0156444 0,0140341 0,0143124 S
2702 24 3 0,448860906915 0,745152 0,0156444 0,0140341 0,0143124 S
2703 23 3 0,49018750213 0,745152 0,0156444 0,0140341 0,0143124 S
2704 24 3 0,0161818033484 0,745152 0,0156444 0,0140341 0,0143124 S
2705 24 3 0,170169909589 0,745152 0,0156444 0,0140341 0,0143124 S
2706 23 3 0,708086829897 0,745152 0,0156444 0,0140341 0,0143124 S
2707 24 3 0,51979484655 0,745152 0,0156444 0,0140341 0,0143124 S
2708 24 3 0,530289532372 0,745152 0,0156444 0,0140341 0,0143124 S
2709 24 3 0,00719270936128 0,745152 0,0156444 0,0140341 0,0143124 S
2710 24 3 0,15037141963 0,745152 0,0156444 0,0140341 0,0143124 S
2711 24 3 0,5 0,745152 0,0156444 0,0140341 0,0143124 S
2712 23 3 0,310820583111 0,745152 0,0156444 0,0140341 0,0143124 S
2713 23 3 0,225265719721 0,745152 0,0156444 0,0140341 0,0143124 S
2714 24 3 0,0257540362056 0,745152 0,0156444 0,0140341 0,0143124 S
2715 23 3 0,5 0,745152 0,0156444 0,0140341 0,0143124 S
2716 23 3 0,05 0,745152 0,0156444 0,0140341 0,0143124 S
2717 23 3 0,412446258361 0,745152 0,0156444 0,0140341 0,0143124 S
2718 24 3 0,0497941646201 0,745152 0,0156444 0,0140341 0,0143124 S
2719 23 3 0,174953793351 0,745152 0,0156444 0,0140341 0,0143124 S
2720 23 3 0,500677735875 0,745152 0,0156444 0,0140341 0,0143124 S
2721 23 3 0,17111729831 0,745152 0,0156444 0,0140341 0,0143124 S
2722 24 3 0,546719214512 0,745152 0,0156444 0,0140341 0,0143124 S
2723 23 3 0,000571184575951 0,745152 0,0156444 0,0140341 0,0143124 S
2724 24 3 0,204882646592 0,745152 0,0156444 0,0140341 0,0143124 S
2725 24 3 0,450976943478 0,745152 0,0156444 0,0140341 0,0143124 S
2726 24 3 0,722060020925 0,745152 0,0156444 0,0140341 0,0143124 S
2727 24 3 0,35812628889 0,745152 0,0156444 0,0140341 0,0143124 S
2728 23 3 0,697526739578 0,745152 0,0156444 0,0140341 0,0143124 S
2729 24 3 0,183337954707 0,745152 0,0156444 0,0140341 0,0143124 S
2730 23 3 0,673711654807 0,745152 0,0156444 0,0140341 0,0143124 S
2731 24 3 0,561426123582 0,745152 0,0156444 0,0140341 0,0143124 S
2732 23 3 0,329259611145 0,745152 0,0156444 0,0140341 0,0143124 S
2733 24 3 0,454136552547 0,745152 0,0156444 0,0140341 0,0143124 S
2734 24 3 0,58150464806 0,745152 0,0156444 0,0140341 0,0143124 S
2735 23 3 0,285673691043 0,745152 0,0156444 0,0140341 0,0143124 S
2736 24 3 0,47645596193 0,745152 0,0156444 0,0140341 0,0143124 S
2737 24 3 0,72055174771 0,745152 0,0156444 0,0140341 0,0143124 S
2738 23 3 0,53901748305 0,745152 0,0156444 0,0140341 0,0143124 S
2739 24 3 0,559928448535 0,745152 0,0156444 0,0140341 0,0143124 S
2740 24 3 0,207256004896 0,745152 0,0156444 0,0140341 0,0143124 S
2741 23 3 0,484015218885 0,745152 0,0156444 0,0140341 0,0143124 S
2742 24 3 0,536925150821 0,745152 0,0156444 0,0140341 0,0143124 S
2743 23 3 0,576098176775 0,745152 0,0156444 0,0140341 0,0143124 S
2744 24 3 0,200931018185 0,745152 0,0156444 0,0140341 0,0143124 S
2745 23 3 0,462512022338 0,745152 0,0156444 0,0140341 0,0143124 S
2746 24 3 0,427249323618 0,745152 0,0156444 0,0140341 0,0143124 S
2747 23 3 0,180403285217 0,745152 0,0156444 0,0140341 0,0143124 S
2748 24 3 0,21015084204 0,745152 0,0156444 0,0140341 0,0143124 S
2749 24 3 0,5 0,745152 0,0156444 0,0140341 0,0143124 S
2750 24 3 0,0331764805207 0,745152 0,0156444 0,0140341 0,0143124 S
2751 23 3 0,461684739321 0,745152 0,0156444 0,0140341 0,0143124 S
2752 23 3 0,522003955121 0,745152 0,0156444 0,0140341 0,0143124 S
2753 24 3 0,448860906915 0,745152 0,0156444 0,0140341 0,0143124 S
2754 5 3 0,743495138096 0,75186 0,0155433 0,0142944 0,0146168 S
2755 5 3 0,691433319604 0,75186 0,0155433 0,0142944 0,0146168 S
2756 5 3 0,683534830581 0,75186 0,0155433 0,0142944 0,0146168 S
2757 5 3 0,712765189442 0,75186 0,0155433 0,0142944 0,0146168 S
2758 5 3 0,732635881886 0,75186 0,0155433 0,0142944 0,0146168 S
2759 5 3 0,67922189397 0,75186 0,0155433 0,0142944 0,0146168 S
2760 5 3 0,742608053616 0,75186 0,0155433 0,0142944 0,0146168 S
2761 5 3 0,73410393765 0,75186 0,0155433 0,0142944 0,0146168 S
2762 5 3 0,662893907139 0,75186 0,0155433 0,0142944 0,0146168 S
2763 5 3 0,698845369751 0,75186 0,0155433 0,0142944 0,0146168 S
2764 5 3 0,672123495038 0,75186 0,0155433 0,0142944 0,0146168 S
2765 5 3 0,653022459838 0,75186 0,0155433 0,0142944 0,0146168 S
2766 5 3 0,734952890586 0,75186 0,0155433 0,0142944 0,0146168 S
2767 5 3 0,724814952182 0,75186 0,0155433 0,0142944 0,0146168 S
2768 5 3 0,726038624448 0,75186 0,0155433 0,0142944 0,0146168 S
2769 5 3 0,673506811932 0,75186 0,0155433 0,0142944 0,0146168 S
2770 5 3 0,720719185558 0,75186 0,0155433 0,0142944 0,0146168 S
2771 5 3 0,694132768435 0,75186 0,0155433 0,0142944 0,0146168 S
2772 5 3 0,703376232202 0,75186 0,0155433 0,0142944 0,0146168 S
2773 5 3 0,676782430456 0,75186 0,0155433 0,0142944 0,0146168 S
2774 5 3 0,657374334377 0,75186 0,0155433 0,0142944 0,0146168 S
2775 5 3 0,68325483699 0,75186 0,0155433 0,0142944 0,0146168 S
2776 5 3 0,699437750252 0,75186 0,0155433 0,0142944 0,0146168 S
2777 5 3 0,703914076403 0,75186 0,0155433 0,0142944 0,0146168 S
2778 5 3 0,666395458182 0,75186 0,0155433 0,0142944 0,0146168 S
2779 5 3 0,682545482776 0,75186 0,0155433 0,0142944 0,0146168 S
2780 5 3 0,740818836419 0,75186 0,0155433 0,0142944 0,0146168 S
2781 5 3 0,653989378134 0,75186 0,0155433 0,0142944 0,0146168 S
2782 5 3 0,676731374641 0,75186 0,0155433 0,0142944 0,0146168 S
2783 5 3 0,666321030717 0,75186 0,0155433 0,0142944 0,0146168 S
2784 5 3 0,717478357002 0,75186 0,0155433 0,0142944 0,0146168 S
2785 5 3 0,71419635013 0,75186 0,0155433 0,0142944 0,0146168 S
2786 5 3 0,670836355317 0,75186 0,0155433 0,0142944 0,0146168 S
2787 5 3 0,703278181288 0,75186 0,0155433 0,0142944 0,0146168 S
2788 5 3 0,655745570005 0,75186 0,0155433 0,0142944 0,0146168 S
2789 5 3 0,742024187445 0,75186 0,0155433 0,0142944 0,0146168 S
2790 5 3 0,656265919256 0,75186 0,0155433 0,0142944 0,0146168 S
2791 5 3 0,711016692215 0,75186 0,0155433 0,0142944 0,0146168 S
2792 5 3 0,654384636638 0,75186 0,0155433 0,0142944 0,0146168 S
2793 5 3 0,674188393733 0,75186 0,0155433 0,0142944 0,0146168 S
2794 5 3 0,691352070849 0,75186 0,0155433 0,0142944 0,0146168 S
2795 5 3 0,683210191774 0,75186 0,0155433 0,0142944 0,0146168 S
2796 5 3 0,711411054066 0,75186 0,0155433 0,0142944 0,0146168 S
2797 5 3 0,743495138096 0,75186 0,0155433 0,0142944 0,0146168 S
2798 5 3 0,691433319604 0,75186 0,0155433 0,0142944 0,0146168 S
2799 5 3 0,683534830581 0,75186 0,0155433 0,0142944 0,0146168 S
2800 5 3 0,712765189442 0,75186 0,0155433 0,0142944 0,0146168 S
2801 5 3 0,732635881886 0,75186 0,0155433 0,0142944 0,0146168 S
2802 5 3 0,67922189397 0,75186 0,0155433 0,0142944 0,0146168 S
2803 5 3 0,742608053616 0,75186 0,0155433 0,0142944 0,0146168 S
2804 5 3 0,73410393765 0,75186 0,0155433 0,0142944 0,0146168 S
2805 5 3 0,662893907139 0,75186 0,0155433 0,0142944 0,0146168 S
2806 5 3 0,698845369751 0,75186 0,0155433 0,0142944 0,0146168 S
2807 5 3 0,672123495038 0,75186 0,0155433 0,0142944 0,0146168 S
2808 5 3 0,653022459838 0,75186 0,0155433 0,0142944 0,0146168 S
2809 5 3 0,734952890586 0,75186 0,0155433 0,0142944 0,0146168 S
2810 5 3 0,724814952182 0,75186 0,0155433 0,0142944 0,0146168 S
2811 5 3 0,726038624448 0,75186 0,0155433 0,0142944 0,0146168 S
2812 5 3 0,673506811932 0,75186 0,0155433 0,0142944 0,0146168 S
2813 5 3 0,720719185558 0,75186 0,0155433 0,0142944 0,0146168 S
2814 5 3 0,694132768435 0,75186 0,0155433 0,0142944 0,0146168 S
2815 5 3 0,703376232202 0,75186 0,0155433 0,0142944 0,0146168 S
2816 5 3 0,676782430456 0,75186 0,0155433 0,0142944 0,0146168 S
2817 5 3 0,657374334377 0,75186 0,0155433 0,0142944 0,0146168 S
2818 5 3 0,68325483699 0,75186 0,0155433 0,0142944 0,0146168 S
2819 5 3 0,699437750252 0,75186 0,0155433 0,0142944 0,0146168 S
2820 5 3 0,703914076403 0,75186 0,0155433 0,0142944 0,0146168 S
2821 5 3 0,666395458182 0,75186 0,0155433 0,0142944 0,0146168 S
2822 5 3 0,682545482776 0,75186 0,0155433 0,0142944 0,0146168 S
2823 5 3 0,740818836419 0,75186 0,0155433 0,0142944 0,0146168 S
2824 5 3 0,653989378134 0,75186 0,0155433 0,0142944 0,0146168 S
2825 5 3 0,676731374641 0,75186 0,0155433 0,0142944 0,0146168 S
2826 5 3 0,666321030717 0,75186 0,0155433 0,0142944 0,0146168 S
2827 5 3 0,717478357002 0,75186 0,0155433 0,0142944 0,0146168 S
2828 5 3 0,71419635013 0,75186 0,0155433 0,0142944 0,0146168 S
2829 5 3 0,670836355317 0,75186 0,0155433 0,0142944 0,0146168 S
2830 5 3 0,703278181288 0,75186 0,0155433 0,0142944 0,0146168 S
2831 5 3 0,655745570005 0,75186 0,0155433 0,0142944 0,0146168 S
2832 5 3 0,742024187445 0,75186 0,0155433 0,0142944 0,0146168 S
2833 5 3 0,656265919256 0,75186 0,0155433 0,0142944 0,0146168 S
2834 5 3 0,711016692215 0,75186 0,0155433 0,0142944 0,0146168 S
2835 5 3 0,654384636638 0,75186 0,0155433 0,0142944 0,0146168 S
2836 5 3 0,674188393733 0,75186 0,0155433 0,0142944 0,0146168 S
2837 5 3 0,691352070849 0,75186 0,0155433 0,0142944 0,0146168 S
2838 5 3 0,683210191774 0,75186 0,0155433 0,0142944 0,0146168 S
2839 6 3 0,757745094249 0,742439 0,016272 0,014948 0,0152924 S
2840 6 3 0,775674597529 0,742439 0,016272 0,014948 0,0152924 S
2841 6 3 0,755456687451 0,742439 0,016272 0,014948 0,0152924 S
2842 6 3 0,691942667555 0,742439 0,016272 0,014948 0,0152924 S
2843 6 3 0,743458761503 0,742439 0,016272 0,014948 0,0152924 S
2844 6 3 0,75902864244 0,742439 0,016272 0,014948 0,0152924 S
2845 6 3 0,667663352311 0,742439 0,016272 0,014948 0,0152924 S
2846 6 3 0,690268810813 0,742439 0,016272 0,014948 0,0152924 S
2847 6 3 0,766593816312 0,742439 0,016272 0,014948 0,0152924 S
2848 6 3 0,67730988994 0,742439 0,016272 0,014948 0,0152924 S
2849 6 3 0,735217854428 0,742439 0,016272 0,014948 0,0152924 S
2850 6 3 0,67790519032 0,742439 0,016272 0,014948 0,0152924 S
2851 6 3 0,683897739816 0,742439 0,016272 0,014948 0,0152924 S
2852 6 3 0,688763095125 0,742439 0,016272 0,014948 0,0152924 S
2853 6 3 0,753317863519 0,742439 0,016272 0,014948 0,0152924 S
2854 6 3 0,676593472909 0,742439 0,016272 0,014948 0,0152924 S
2855 6 3 0,690692627353 0,742439 0,016272 0,014948 0,0152924 S
2856 6 3 0,715271330478 0,742439 0,016272 0,014948 0,0152924 S
2857 6 3 0,698906064953 0,742439 0,016272 0,014948 0,0152924 S
2858 6 3 0,741561673248 0,742439 0,016272 0,014948 0,0152924 S
